V1,V2,V3,V4,V5,V6,V7,V8
"sn95060877","Arizona sentinel Yuma southwest.","W.H. Shorey","Yuma, Ariz.","Arizona--Yuma--Yuma","1915","1916","http://chroniclingamerica.loc.gov/lccn/sn95060877.json"
"sn95060877","Arizona sentinel Yuma southwest.","W.H. Shorey","Yuma, Ariz.","Arizona--Yuma--Yuma","1915","1916","http://chroniclingamerica.loc.gov/lccn/sn95060877.json"
"sn95060878","Arizona sentinel.","W.H. Shorey","Yuma, Ariz.","Arizona--Yuma--Yuma","1916","1918","http://chroniclingamerica.loc.gov/lccn/sn95060878.json"
"sn95060878","Arizona sentinel.","W.H. Shorey","Yuma, Ariz.","Arizona--Yuma--Yuma","1916","1918","http://chroniclingamerica.loc.gov/lccn/sn95060878.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84021912","The Arizona sentinel. [volume]","C.I. Minor","Arizona City [Yuma], Yuma County, A.T. [Ariz.]","Arizona--Yuma--Arizona City|Arizona--Yuma--Yuma","1872","1911","http://chroniclingamerica.loc.gov/lccn/sn84021912.json"
"sn84021912","The Arizona sentinel. [volume]","C.I. Minor","Arizona City [Yuma], Yuma County, A.T. [Ariz.]","Arizona--Yuma--Arizona City|Arizona--Yuma--Yuma","1872","1911","http://chroniclingamerica.loc.gov/lccn/sn84021912.json"
"sn82014896","Arizona citizen.","J. Wasson","Tucson, Pima County, A.T. [i.e. Ariz.]","Arizona--Pima--Tucson|Arizona--Pinal--Florence","1870","1880","http://chroniclingamerica.loc.gov/lccn/sn82014896.json"
"sn82014896","Arizona citizen.","J. Wasson","Tucson, Pima County, A.T. [i.e. Ariz.]","Arizona--Pima--Tucson|Arizona--Pinal--Florence","1870","1880","http://chroniclingamerica.loc.gov/lccn/sn82014896.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84021912","The Arizona sentinel. [volume]","C.I. Minor","Arizona City [Yuma], Yuma County, A.T. [Ariz.]","Arizona--Yuma--Arizona City|Arizona--Yuma--Yuma","1872","1911","http://chroniclingamerica.loc.gov/lccn/sn84021912.json"
"sn84021912","The Arizona sentinel. [volume]","C.I. Minor","Arizona City [Yuma], Yuma County, A.T. [Ariz.]","Arizona--Yuma--Arizona City|Arizona--Yuma--Yuma","1872","1911","http://chroniclingamerica.loc.gov/lccn/sn84021912.json"
"sn82016245","The Coconino sun.","C.M. Funston","Flagstaff, Ariz.","Arizona--Coconino--Flagstaff","1891","1891","http://chroniclingamerica.loc.gov/lccn/sn82016245.json"
"sn82016245","The Coconino sun.","C.M. Funston","Flagstaff, Ariz.","Arizona--Coconino--Flagstaff","1891","1891","http://chroniclingamerica.loc.gov/lccn/sn82016245.json"
"sn82016246","The Arizona champion.","A.E. Fay","Peach Springs, Mohave County, A.T. [Ariz.]","Arizona--Coconino--Flagstaff|Arizona--Mohave--Peach Springs","1883","1891","http://chroniclingamerica.loc.gov/lccn/sn82016246.json"
"sn82016246","The Arizona champion.","A.E. Fay","Peach Springs, Mohave County, A.T. [Ariz.]","Arizona--Coconino--Flagstaff|Arizona--Mohave--Peach Springs","1883","1891","http://chroniclingamerica.loc.gov/lccn/sn82016246.json"
"sn87062054","The Coconino weekly sun.","C.M. Funston","Flagstaff, Ariz.","Arizona--Coconino--Flagstaff","1891","1896","http://chroniclingamerica.loc.gov/lccn/sn87062054.json"
"sn87062054","The Coconino weekly sun.","C.M. Funston","Flagstaff, Ariz.","Arizona--Coconino--Flagstaff","1891","1896","http://chroniclingamerica.loc.gov/lccn/sn87062054.json"
"sn87062055","The Coconino sun. [microfilm reel]","C.M. Funston","Flagstaff, Ariz.","Arizona--Coconino--Flagstaff","1898","197?","http://chroniclingamerica.loc.gov/lccn/sn87062055.json"
"sn87062055","The Coconino sun. [microfilm reel]","C.M. Funston","Flagstaff, Ariz.","Arizona--Coconino--Flagstaff","1898","197?","http://chroniclingamerica.loc.gov/lccn/sn87062055.json"
"sn82015133","Arizona weekly citizen.","Citizen Print. & Pub. Co.","Tucson, Ariz","Arizona--Pima--Tucson","1880","1901","http://chroniclingamerica.loc.gov/lccn/sn82015133.json"
"sn82015133","Arizona weekly citizen.","Citizen Print. & Pub. Co.","Tucson, Ariz","Arizona--Pima--Tucson","1880","1901","http://chroniclingamerica.loc.gov/lccn/sn82015133.json"
"sn82016240","Weekly Arizona citizen.","R.C. Brown","Tucson, Ariz.","Arizona--Pima--Tucson","1880","1880","http://chroniclingamerica.loc.gov/lccn/sn82016240.json"
"sn82016240","Weekly Arizona citizen.","R.C. Brown","Tucson, Ariz.","Arizona--Pima--Tucson","1880","1880","http://chroniclingamerica.loc.gov/lccn/sn82016240.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn94050572","The Florence tribune.","A.J. Doran","Florence, Ariz","Arizona--Pinal--Florence","1892","1901","http://chroniclingamerica.loc.gov/lccn/sn94050572.json"
"sn94050572","The Florence tribune.","A.J. Doran","Florence, Ariz","Arizona--Pinal--Florence","1892","1901","http://chroniclingamerica.loc.gov/lccn/sn94050572.json"
"sn82016455","The Tombstone epitaph.","Clum, Sorin & Co.","Tombstone, Ariz.","Arizona--Cochise--Tombstone|Arizona--Pima--Tombstone","1880","1882","http://chroniclingamerica.loc.gov/lccn/sn82016455.json"
"sn82016455","The Tombstone epitaph.","Clum, Sorin & Co.","Tombstone, Ariz.","Arizona--Cochise--Tombstone|Arizona--Pima--Tombstone","1880","1882","http://chroniclingamerica.loc.gov/lccn/sn82016455.json"
"sn84021939","The Tombstone epitaph.","Clum, Sorin & Co.","Tombstone, Pima County, Ariz.","Arizona--Cochise--Tombstone|Arizona--Pima--Tombstone","1880","1882","http://chroniclingamerica.loc.gov/lccn/sn84021939.json"
"sn84021939","The Tombstone epitaph.","Clum, Sorin & Co.","Tombstone, Pima County, Ariz.","Arizona--Cochise--Tombstone|Arizona--Pima--Tombstone","1880","1882","http://chroniclingamerica.loc.gov/lccn/sn84021939.json"
"sn84024827","Bisbee daily review.","W.B. Kelly","Bisbee, Ariz.","Arizona--Cochise--Bisbee","1901","1971","http://chroniclingamerica.loc.gov/lccn/sn84024827.json"
"sn84024827","Bisbee daily review.","W.B. Kelly","Bisbee, Ariz.","Arizona--Cochise--Bisbee","1901","1971","http://chroniclingamerica.loc.gov/lccn/sn84024827.json"
"sn84024828","Mohave County miner.","A.H. Smith & Co.","Mineral Park, A.T. [Ariz.]","Arizona--Mohave--Mineral Park","1882","1918","http://chroniclingamerica.loc.gov/lccn/sn84024828.json"
"sn84024828","Mohave County miner.","A.H. Smith & Co.","Mineral Park, A.T. [Ariz.]","Arizona--Mohave--Mineral Park","1882","1918","http://chroniclingamerica.loc.gov/lccn/sn84024828.json"
"sn87062055","The Coconino sun. [microfilm reel]","C.M. Funston","Flagstaff, Ariz.","Arizona--Coconino--Flagstaff","1898","197?","http://chroniclingamerica.loc.gov/lccn/sn87062055.json"
"sn87062055","The Coconino sun. [microfilm reel]","C.M. Funston","Flagstaff, Ariz.","Arizona--Coconino--Flagstaff","1898","197?","http://chroniclingamerica.loc.gov/lccn/sn87062055.json"
"sn94050554","The Flagstaff sun-democrat.","Jones and Jackson","Flagstaff, Ariz.","Arizona--Coconino--Flagstaff","1896","1897","http://chroniclingamerica.loc.gov/lccn/sn94050554.json"
"sn94050554","The Flagstaff sun-democrat.","Jones and Jackson","Flagstaff, Ariz.","Arizona--Coconino--Flagstaff","1896","1897","http://chroniclingamerica.loc.gov/lccn/sn94050554.json"
"sn94050555","The Skylight kicker.","R.H & J.E. Jones","Flagstaff, Ariz.","Arizona--Coconino--Flagstaff","1897","1898","http://chroniclingamerica.loc.gov/lccn/sn94050555.json"
"sn94050555","The Skylight kicker.","R.H & J.E. Jones","Flagstaff, Ariz.","Arizona--Coconino--Flagstaff","1897","1898","http://chroniclingamerica.loc.gov/lccn/sn94050555.json"
"sn95060905","Tombstone epitaph.","Reppy & Peck","Tombstone, Ariz.","Arizona--Cochise--Tombstone","1887","current","http://chroniclingamerica.loc.gov/lccn/sn95060905.json"
"sn95060905","Tombstone epitaph.","Reppy & Peck","Tombstone, Ariz.","Arizona--Cochise--Tombstone","1887","current","http://chroniclingamerica.loc.gov/lccn/sn95060905.json"
"sn95060906","Tombstone weekly epitaph.","Epitaph Print. and Pub. Co.","Tombstone, Ariz.","Arizona--Cochise--Tombstone","1882","1887","http://chroniclingamerica.loc.gov/lccn/sn95060906.json"
"sn95060906","Tombstone weekly epitaph.","Epitaph Print. and Pub. Co.","Tombstone, Ariz.","Arizona--Cochise--Tombstone","1882","1887","http://chroniclingamerica.loc.gov/lccn/sn95060906.json"
"sn96060682","Daily Tombstone epitaph.","Record Epitaph Pub. Co.","Tombstone, Ariz.","Arizona--Cochise--Tombstone","1885","1887","http://chroniclingamerica.loc.gov/lccn/sn96060682.json"
"sn96060682","Daily Tombstone epitaph.","Record Epitaph Pub. Co.","Tombstone, Ariz.","Arizona--Cochise--Tombstone","1885","1887","http://chroniclingamerica.loc.gov/lccn/sn96060682.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn82014897","The weekly Arizona miner.","C.W. Beach","Prescott, Ariz","Arizona--Yavapai--Prescott","1877","1885","http://chroniclingamerica.loc.gov/lccn/sn82014897.json"
"sn82014897","The weekly Arizona miner.","C.W. Beach","Prescott, Ariz","Arizona--Yavapai--Prescott","1877","1885","http://chroniclingamerica.loc.gov/lccn/sn82014897.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84021912","The Arizona sentinel. [volume]","C.I. Minor","Arizona City [Yuma], Yuma County, A.T. [Ariz.]","Arizona--Yuma--Arizona City|Arizona--Yuma--Yuma","1872","1911","http://chroniclingamerica.loc.gov/lccn/sn84021912.json"
"sn84021912","The Arizona sentinel. [volume]","C.I. Minor","Arizona City [Yuma], Yuma County, A.T. [Ariz.]","Arizona--Yuma--Arizona City|Arizona--Yuma--Yuma","1872","1911","http://chroniclingamerica.loc.gov/lccn/sn84021912.json"
"sn84024827","Bisbee daily review.","W.B. Kelly","Bisbee, Ariz.","Arizona--Cochise--Bisbee","1901","1971","http://chroniclingamerica.loc.gov/lccn/sn84024827.json"
"sn84024827","Bisbee daily review.","W.B. Kelly","Bisbee, Ariz.","Arizona--Cochise--Bisbee","1901","1971","http://chroniclingamerica.loc.gov/lccn/sn84024827.json"
"sn84021913","Arizona silver belt.","Hackney & Morehead","Globe City, Pinal County, Ariz.","Arizona--Gila--Globe|Arizona--Gila--Miami","1878","19??","http://chroniclingamerica.loc.gov/lccn/sn84021913.json"
"sn84021913","Arizona silver belt.","Hackney & Morehead","Globe City, Pinal County, Ariz.","Arizona--Gila--Globe|Arizona--Gila--Miami","1878","19??","http://chroniclingamerica.loc.gov/lccn/sn84021913.json"
"sn84024827","Bisbee daily review.","W.B. Kelly","Bisbee, Ariz.","Arizona--Cochise--Bisbee","1901","1971","http://chroniclingamerica.loc.gov/lccn/sn84024827.json"
"sn84024827","Bisbee daily review.","W.B. Kelly","Bisbee, Ariz.","Arizona--Cochise--Bisbee","1901","1971","http://chroniclingamerica.loc.gov/lccn/sn84024827.json"
"sn87082863","Daily Arizona silver belt.","J.H. Hamill","Globe, Gila County, Ariz.","Arizona--Gila--Globe|Arizona--Gila--Miami","1906","1929","http://chroniclingamerica.loc.gov/lccn/sn87082863.json"
"sn87082863","Daily Arizona silver belt.","J.H. Hamill","Globe, Gila County, Ariz.","Arizona--Gila--Globe|Arizona--Gila--Miami","1906","1929","http://chroniclingamerica.loc.gov/lccn/sn87082863.json"
"sn84024827","Bisbee daily review.","W.B. Kelly","Bisbee, Ariz.","Arizona--Cochise--Bisbee","1901","1971","http://chroniclingamerica.loc.gov/lccn/sn84024827.json"
"sn84024827","Bisbee daily review.","W.B. Kelly","Bisbee, Ariz.","Arizona--Cochise--Bisbee","1901","1971","http://chroniclingamerica.loc.gov/lccn/sn84024827.json"
"sn87082863","Daily Arizona silver belt.","J.H. Hamill","Globe, Gila County, Ariz.","Arizona--Gila--Globe|Arizona--Gila--Miami","1906","1929","http://chroniclingamerica.loc.gov/lccn/sn87082863.json"
"sn87082863","Daily Arizona silver belt.","J.H. Hamill","Globe, Gila County, Ariz.","Arizona--Gila--Globe|Arizona--Gila--Miami","1906","1929","http://chroniclingamerica.loc.gov/lccn/sn87082863.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn94050572","The Florence tribune.","A.J. Doran","Florence, Ariz","Arizona--Pinal--Florence","1892","1901","http://chroniclingamerica.loc.gov/lccn/sn94050572.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn94050572","The Florence tribune.","A.J. Doran","Florence, Ariz","Arizona--Pinal--Florence","1892","1901","http://chroniclingamerica.loc.gov/lccn/sn94050572.json"
"sn82014896","Arizona citizen.","J. Wasson","Tucson, Pima County, A.T. [i.e. Ariz.]","Arizona--Pima--Tucson|Arizona--Pinal--Florence","1870","1880","http://chroniclingamerica.loc.gov/lccn/sn82014896.json"
"sn82014896","Arizona citizen.","J. Wasson","Tucson, Pima County, A.T. [i.e. Ariz.]","Arizona--Pima--Tucson|Arizona--Pinal--Florence","1870","1880","http://chroniclingamerica.loc.gov/lccn/sn82014896.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84024827","Bisbee daily review.","W.B. Kelly","Bisbee, Ariz.","Arizona--Cochise--Bisbee","1901","1971","http://chroniclingamerica.loc.gov/lccn/sn84024827.json"
"sn84024827","Bisbee daily review.","W.B. Kelly","Bisbee, Ariz.","Arizona--Cochise--Bisbee","1901","1971","http://chroniclingamerica.loc.gov/lccn/sn84024827.json"
"sn89077832","The weekly Republican.","Republican Pub. Co.","Phoenix [Ariz.]","Arizona--Maricopa--Phoenix","1891","1892","http://chroniclingamerica.loc.gov/lccn/sn89077832.json"
"sn89077832","The weekly Republican.","Republican Pub. Co.","Phoenix [Ariz.]","Arizona--Maricopa--Phoenix","1891","1892","http://chroniclingamerica.loc.gov/lccn/sn89077832.json"
"sn89077833","Arizona weekly republican.","T.J. Wolfley","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1892","1899","http://chroniclingamerica.loc.gov/lccn/sn89077833.json"
"sn89077833","Arizona weekly republican.","T.J. Wolfley","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1892","1899","http://chroniclingamerica.loc.gov/lccn/sn89077833.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn94052364","Arizona weekly enterprise.","Enterprise Co.","Florence, Pinal County, Arizona Territory","Arizona--Pima--Tucson|Arizona--Pinal--Florence","1881","1893","http://chroniclingamerica.loc.gov/lccn/sn94052364.json"
"sn94052364","Arizona weekly enterprise.","Enterprise Co.","Florence, Pinal County, Arizona Territory","Arizona--Pima--Tucson|Arizona--Pinal--Florence","1881","1893","http://chroniclingamerica.loc.gov/lccn/sn94052364.json"
"sn84024827","Bisbee daily review.","W.B. Kelly","Bisbee, Ariz.","Arizona--Cochise--Bisbee","1901","1971","http://chroniclingamerica.loc.gov/lccn/sn84024827.json"
"sn84024827","Bisbee daily review.","W.B. Kelly","Bisbee, Ariz.","Arizona--Cochise--Bisbee","1901","1971","http://chroniclingamerica.loc.gov/lccn/sn84024827.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn95070521","El fronterizo. [volume]","Carlos S. Velasco","Tucson, Ariz.","Arizona--Pima--Tucson","1878","193?","http://chroniclingamerica.loc.gov/lccn/sn95070521.json"
"sn95070521","El fronterizo. [volume]","Carlos S. Velasco","Tucson, Ariz.","Arizona--Pima--Tucson","1878","193?","http://chroniclingamerica.loc.gov/lccn/sn95070521.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
"sn84020558","Arizona republican.","Republican Pub. Co.","Phoenix, Ariz.","Arizona--Maricopa--Phoenix","1890","1930","http://chroniclingamerica.loc.gov/lccn/sn84020558.json"
